Product or Part number,VDS (V),PDF data sheet,HTML data sheet,VGS (V),Type,Configuration,Rds(on) at VGS=10 V (max) (mΩ),Rds(on) at VGS=4.5 V (max) (mΩ),ID - silicon limited at TC=25°C (A),ID - continuous drain current at TA=25°C (A),Power loss (W),Ploss current (A),Features,Operating temperature range (°C),Package type,Pin count,Package area (mm^2),Package size (L x W) (mm),Price|Quantity (USD),Status
"=HYPERLINK(""https://www.ti.com/product/CSD18503Q5A"", ""CSD18503Q5A"")",40,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD18503Q5A"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD18503Q5A/datasheet"", ""HTML data sheet"")",20,N-channel,Single,4.3,6.2,120,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.46,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD18504Q5A"", ""CSD18504Q5A"")",40,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD18504Q5A"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD18504Q5A/datasheet"", ""HTML data sheet"")",20,N-channel,Single,6.6,9.8,75,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.328,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD18531Q5A"", ""CSD18531Q5A"")",60,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD18531Q5A"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD18531Q5A/datasheet"", ""HTML data sheet"")",20,N-channel,Single,4.6,5.8,134,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.445,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17553Q5A"", ""CSD17553Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17553Q5A"", ""PDF data sheet"")",-,20,N-channel,Single,3.1,4,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.408,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16342Q5A"", ""CSD16342Q5A"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16342Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,5.5,21,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.318,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD25211W1015"", ""CSD25211W1015"")",-20,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD25211W1015"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD25211W1015/datasheet"", ""HTML data sheet"")",-6,P-channel,Single,,33,3.2,,,,,-55 to 150,DSBGA,6,2.1875,1.75 x 1.25,0.117,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16327Q3"", ""CSD16327Q3"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16327Q3"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16327Q3/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,4.8,112,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.319,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD87330Q3D"", ""CSD87330Q3D"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD87330Q3D"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD87330Q3D/datasheet"", ""HTML data sheet"")",10,Power block,PowerBlock,,,,20,2,15,Power supply,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.37,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD87331Q3D"", ""CSD87331Q3D"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD87331Q3D"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD87331Q3D/datasheet"", ""HTML data sheet"")",10,Power block,PowerBlock,,,,15,1.3,10,Power supply,-55 to 150,LSON-CLIP,8,10.89,3.3 x 3.3,0.335,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD87353Q5D"", ""CSD87353Q5D"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD87353Q5D"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD87353Q5D/datasheet"", ""HTML data sheet"")",10,Power block,PowerBlock,,,,40,3.3,25,"Motor control,Power supply",-55 to 150,LSON-CLIP,8,30,5 x 6,0.856,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD87352Q5D"", ""CSD87352Q5D"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD87352Q5D"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD87352Q5D/datasheet"", ""HTML data sheet"")",10,Power block,PowerBlock,,,,25,1.8,15,Power supply,-55 to 150,LSON-CLIP,8,30,5 x 6,0.522,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17322Q5A"", ""CSD17322Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17322Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,12.4,87,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.298,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17327Q5A"", ""CSD17327Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17327Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,15.5,65,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.292,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17522Q5A"", ""CSD17522Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17522Q5A"", ""PDF data sheet"")",-,20,N-channel,Single,8.1,12.4,87,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.343,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17527Q5A"", ""CSD17527Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17527Q5A"", ""PDF data sheet"")",-,20,N-channel,Single,10.8,15.5,65,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.307,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17501Q5A"", ""CSD17501Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17501Q5A"", ""PDF data sheet"")",-,20,N-channel,Single,2.9,3.7,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.63,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17506Q5A"", ""CSD17506Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17506Q5A"", ""PDF data sheet"")",-,20,N-channel,Single,4,5.3,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.47,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD87351Q5D"", ""CSD87351Q5D"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD87351Q5D"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD87351Q5D/datasheet"", ""HTML data sheet"")",10,Power block,PowerBlock,,,,32,2.5,20,Power supply,-55 to 150,LSON-CLIP,8,30,5 x 6,0.697,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD87350Q5D"", ""CSD87350Q5D"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD87350Q5D"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD87350Q5D/datasheet"", ""HTML data sheet"")",10,Power block,PowerBlock,,,,40,3,25,Power supply,-55 to 150,LSON-CLIP,8,30,5 x 6,0.696,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD86330Q3D"", ""CSD86330Q3D"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD86330Q3D"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD86330Q3D/datasheet"", ""HTML data sheet"")",10,Power block,PowerBlock,,,,20,1.9,15,Power supply,-55 to 150,LSON-CLIP,8,10.89,3.3 x 3.3,0.705,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17505Q5A"", ""CSD17505Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17505Q5A"", ""PDF data sheet"")",-,20,N-channel,Single,3.5,4.6,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.535,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17507Q5A"", ""CSD17507Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17507Q5A"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD17507Q5A/datasheet"", ""HTML data sheet"")",20,N-channel,Single,10.8,16.1,65,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.232,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17510Q5A"", ""CSD17510Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17510Q5A"", ""PDF data sheet"")",-,20,N-channel,Single,5.2,7.3,55,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.35,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17311Q5"", ""CSD17311Q5"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17311Q5"", ""PDF data sheet"")",-,10,N-channel,Single,,2.3,100,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.642,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17312Q5"", ""CSD17312Q5"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17312Q5"", ""PDF data sheet"")",-,10,N-channel,Single,,1.7,100,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.73,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD86311W1723"", ""CSD86311W1723"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD86311W1723"", ""PDF data sheet"")",-,10,N-channel,Dual Common Source,,42,4.5,,,,,-55 to 150,DSBGA,12,3.9375,2.25 x 1.75,0.281,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD86350Q5D"", ""CSD86350Q5D"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD86350Q5D"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD86350Q5D/datasheet"", ""HTML data sheet"")",10,Power block,PowerBlock,,,,40,2.8,25,Power supply,-55 to 150,LSON-CLIP,8,30,5 x 6,0.78,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17304Q3"", ""CSD17304Q3"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17304Q3"", ""PDF data sheet"")",-,10,N-channel,Single,,8.8,60,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.253,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17309Q3"", ""CSD17309Q3"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17309Q3"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD17309Q3/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,6.3,60,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.326,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17303Q5"", ""CSD17303Q5"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17303Q5"", ""PDF data sheet"")",-,10,N-channel,Single,,2.6,100,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.564,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17313Q2"", ""CSD17313Q2"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17313Q2"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD17313Q2/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,32,19,,,,,-55 to 150,WSON,6,4,2 x 2,0.107,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17308Q3"", ""CSD17308Q3"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17308Q3"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD17308Q3/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,11.8,50,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.242,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16415Q5"", ""CSD16415Q5"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16415Q5"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16415Q5/datasheet"", ""HTML data sheet"")",16,N-channel,Single,1.15,1.8,261,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.803,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17302Q5A"", ""CSD17302Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17302Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,9,87,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.295,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17305Q5A"", ""CSD17305Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17305Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,3.6,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.449,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17306Q5A"", ""CSD17306Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17306Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,4.2,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.382,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17307Q5A"", ""CSD17307Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17307Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,12.1,73,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.207,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17310Q5A"", ""CSD17310Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17310Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,5.9,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.275,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD17301Q5A"", ""CSD17301Q5A"")",30,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD17301Q5A"", ""PDF data sheet"")",-,10,N-channel,Single,,3,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.505,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16340Q3"", ""CSD16340Q3"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16340Q3"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16340Q3/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,5.5,21,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.329,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16408Q5"", ""CSD16408Q5"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16408Q5"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16408Q5/datasheet"", ""HTML data sheet"")",16,N-channel,Single,4.5,6.8,113,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.437,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16301Q2"", ""CSD16301Q2"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16301Q2"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16301Q2/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,29,20,,,,,-55 to 150,WSON,6,4,2 x 2,0.107,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16322Q5"", ""CSD16322Q5"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16322Q5"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16322Q5/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,5.8,97,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.351,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16325Q5"", ""CSD16325Q5"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16325Q5"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16325Q5/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,2.2,33,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.636,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16323Q3"", ""CSD16323Q3"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16323Q3"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16323Q3/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,5.5,21,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.337,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16321Q5"", ""CSD16321Q5"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16321Q5"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16321Q5/datasheet"", ""HTML data sheet"")",10,N-channel,Single,,2.6,177,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.536,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16411Q3"", ""CSD16411Q3"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16411Q3"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16411Q3/datasheet"", ""HTML data sheet"")",16,N-channel,Single,10,15,56,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.239,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16414Q5"", ""CSD16414Q5"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16414Q5"", ""PDF data sheet"")",-,16,N-channel,Single,1.9,2.6,100,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.644,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16401Q5"", ""CSD16401Q5"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16401Q5"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16401Q5/datasheet"", ""HTML data sheet"")",16,N-channel,Single,1.6,2.3,261,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.84,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16403Q5A"", ""CSD16403Q5A"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16403Q5A"", ""PDF data sheet"")",-,16,N-channel,Single,2.8,3.7,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.505,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16404Q5A"", ""CSD16404Q5A"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16404Q5A"", ""PDF data sheet"")",-,16,N-channel,Single,5.1,7.2,81,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.305,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16406Q3"", ""CSD16406Q3"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16406Q3"", ""PDF data sheet"")","=HYPERLINK(""https://www.ti.com/document-viewer/CSD16406Q3/datasheet"", ""HTML data sheet"")",16,N-channel,Single,5.3,7.4,79,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.323,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16407Q5"", ""CSD16407Q5"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16407Q5"", ""PDF data sheet"")",-,16,N-channel,Single,2.4,3.3,100,,,,,-55 to 150,VSON-CLIP,8,30,6 x 5,0.567,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16409Q3"", ""CSD16409Q3"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16409Q3"", ""PDF data sheet"")",-,16,N-channel,Single,8.2,12.4,60,,,,,-55 to 150,VSON-CLIP,8,10.89,3.3 x 3.3,0.279,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16410Q5A"", ""CSD16410Q5A"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16410Q5A"", ""PDF data sheet"")",-,16,N-channel,Single,8.5,12,59,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.233,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16412Q5A"", ""CSD16412Q5A"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16412Q5A"", ""PDF data sheet"")",-,16,N-channel,Single,11,16,52,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.242,ACTIVE
"=HYPERLINK(""https://www.ti.com/product/CSD16413Q5A"", ""CSD16413Q5A"")",25,"=HYPERLINK(""https://www.ti.com/lit/gpn/CSD16413Q5A"", ""PDF data sheet"")",-,16,N-channel,Single,3.9,5.6,100,,,,,-55 to 150,VSONP,8,29.4,4.9 x 6,0.405,ACTIVE
