Part Number,Datasheet,Stock Check,Status,Configuration,Technology,Type,Package,MSL,AEC-Q,VDS (V),VGS ±(V),ID Max. (A),VGS(th) Min. (V),VGS(th) Typ. (V),VGS(th) Max. (V),RDS(ON) @ 10V Typ. (mΩ),RDS(ON) @ 10V Max. (mΩ),RDS(ON) @ 4.5V Typ. (mΩ),RDS(ON) @ 4.5V Max. (mΩ),Qg (nC) @ 10V,Qg (nC) @ 4.5V,Qgs (nC),Qgd (nC),Ciss (pF),Coss (pF),Crss (pF),TJ Max. (°C),RoHS Compliant,Halogen-Free Standard,Solderability Standard,Terminal Finish,Product Weight(g),Flammability Rating
TSM60NE285CH,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE285CH_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE285CH/,Active,Single,Super Junction G4,N-Channel,TO-251 (I-PAK),,No,600,30,15.0,4.0,4.8,6.0,259.0,285.0,,,22.0,,7.7,14.0,884.0,30.0,8.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM60NE285CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE285CP_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE285CP/,Active,Single,Super Junction G4,N-Channel,TO-252 (D-PAK),,No,600,30,15.0,4.0,4.8,6.0,259.0,285.0,,,22.0,,7.7,14.0,884.0,30.0,8.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM60NE048PW,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE048PW_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE048PW/,Active,Single,Super Junction G4,N-Channel,TO-247,,No,600,30,61.0,4.0,4.7,6.0,42.0,48.0,,,114.0,,39.0,62.0,5023.0,129.0,14.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM60NE285CIT,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE285CIT_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE285CIT/,Active,Single,Super Junction G4,N-Channel,ITO-220TL,,No,600,30,9.5,4.0,4.8,6.0,239.0,285.0,,,22.0,,7.5,12.0,894.0,30.0,7.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,1.584,UL 94 V-0
TSM60NE145CIT,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE145CIT_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE145CIT/,Active,Single,Super Junction G4,N-Channel,ITO-220TL,,No,600,30,14.5,4.0,4.9,6.0,117.0,145.0,,,40.0,,12.0,22.0,1661.0,49.0,6.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,1.584,
TSM60NE200CIT,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE200CIT_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE200CIT/,Active,Single,Super Junction G4,N-Channel,ITO-220TL,,No,600,30,12.0,4.0,4.8,6.0,168.0,200.0,,,30.0,,10.0,16.0,1238.0,40.0,7.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,1.584,
TSM60NE069CIT,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE069CIT_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE069CIT/,Active,Single,Super Junction G4,N-Channel,ITO-220TL,,No,600,30,24.0,4.0,4.8,6.0,52.0,69.0,,,89.0,,23.0,50.0,3551.0,96.0,12.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,1.584,
TSM60NE069PW,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE069PW_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE069PW/,Active,Single,Super Junction G4,N-Channel,TO-247,,No,600,30,51.0,4.0,4.8,6.0,55.0,69.0,,,86.0,,27.0,50.0,3566.0,99.0,6.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM60NE084CIT,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE084CIT_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE084CIT/,Active,Single,Super Junction G4,N-Channel,ITO-220TL,,No,600,30,21.0,4.0,4.8,6.0,67.0,84.0,,,69.0,,20.0,37.0,2930.0,80.0,10.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,1.584,
TSM60NE084PW,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE084PW_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE084PW/,Active,Single,Super Junction G4,N-Channel,TO-247,,No,600,30,42.0,4.0,4.7,6.0,71.0,84.0,,,68.0,,23.0,37.0,2939.0,81.0,6.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM60NE110CIT,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE110CIT_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE110CIT/,Active,Single,Super Junction G4,N-Channel,ITO-220TL,,No,600,30,17.0,4.0,4.7,6.0,86.0,110.0,,,55.0,,16.0,28.0,2330.0,66.0,9.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,1.584,
TSM60NE180CIT,https://services.taiwansemi.com/storage/resources/datasheet/TSM60NE180CIT_B2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM60NE180CIT/,Active,Single,Super Junction G4,N-Channel,ITO-220TL,,No,600,30,13.0,4.0,5.3,6.0,150.0,180.0,,,34.0,,12.0,19.0,1417.0,42.0,8.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,1.584,
TSM018NB03CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM018NB03CR_A1910.pdf,https://www.taiwansemi.com/en/stock-check/TSM018NB03CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,194.0,1.0,1.8,2.5,1.4,1.8,2.1,2.8,120.0,62.0,21.0,28.0,7252.0,1056.0,673.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.097,UL 94 V-0
TSM019NH04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM019NH04CR_E2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM019NH04CR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,20,100.0,2.4,3.0,3.6,1.3,1.9,,,89.0,,28.0,16.0,6029.0,1218.0,47.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM019NH04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM019NH04LCR_E2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM019NH04LCR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,16,100.0,1.4,1.8,2.2,1.3,1.9,1.6,2.7,104.0,49.0,19.0,15.0,6282.0,1204.0,63.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM025NB04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM025NB04CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM025NB04CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,161.0,2.0,2.8,4.0,1.8,2.5,,,113.0,,32.0,26.0,7150.0,675.0,332.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM025NB04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM025NB04LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM025NB04LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,161.0,1.0,1.6,2.5,1.8,2.5,2.4,3.2,112.0,57.0,18.0,27.0,6435.0,675.0,388.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM025NH04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM025NH04CR_C2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM025NH04CR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,20,100.0,2.4,3.0,3.6,1.8,2.5,,,59.0,,19.0,11.0,3794.0,785.0,31.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM025NH04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM025NH04LCR_B2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM025NH04LCR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,16,100.0,1.4,1.9,2.2,1.8,2.5,2.3,3.5,63.3,29.5,11.8,8.7,4179.0,769.0,43.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM032NH04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM032NH04CR_D2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM032NH04CR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,20,81.0,2.4,3.0,3.6,2.7,3.2,,,45.0,,14.0,9.5,2896.0,562.0,32.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM032NH04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM032NH04LCR_D2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM032NH04LCR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,16,81.0,1.4,1.8,2.2,2.5,3.2,3.2,4.5,50.0,23.7,9.8,6.9,3007.0,562.0,34.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM033NB04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM033NB04CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM033NB04CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,121.0,2.0,2.9,4.0,2.4,3.3,,,77.0,,23.0,19.0,5022.0,484.0,250.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM033NB04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM033NB04LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM033NB04LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,40,20,121.0,1.0,1.6,2.5,2.3,3.3,3.2,4.0,79.0,40.0,12.0,19.0,4456.0,475.0,276.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM035NB04CZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM035NB04CZ_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM035NB04CZ/,Active,Single,Trench,N-Channel,TO-220,,No,40,20,157.0,2.0,2.8,4.0,2.5,3.5,,,110.0,,33.0,26.0,6990.0,667.0,334.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,2.024,UL 94 V-0
TSM035NB04LCZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM035NB04LCZ_A2010.pdf,https://www.taiwansemi.com/en/stock-check/TSM035NB04LCZ/,Active,Single,Trench,N-Channel,TO-220,,No,40,20,157.0,1.0,1.7,2.5,2.5,3.5,3.2,4.2,111.0,56.0,20.0,25.0,6350.0,659.0,388.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,2.052,UL 94 V-0
TSM036N03PQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM036N03PQ56_B1607.pdf,https://www.taiwansemi.com/en/stock-check/TSM036N03PQ56/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,124.0,1.2,1.6,2.5,3.0,3.6,4.0,5.5,50.0,25.0,7.3,12.0,2530.0,376.0,249.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM038N03PQ33,https://services.taiwansemi.com/storage/resources/datasheet/TSM038N03PQ33_B1610.pdf,https://www.taiwansemi.com/en/stock-check/TSM038N03PQ33/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,30,20,78.0,1.2,1.6,2.5,3.0,3.8,4.0,5.5,,24.0,6.9,11.0,2557.0,380.0,276.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM038N04LCP,https://services.taiwansemi.com/storage/resources/datasheet/TSM038N04LCP_A1701.pdf,https://www.taiwansemi.com/en/stock-check/TSM038N04LCP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,40,20,135.0,1.2,1.5,2.5,2.8,3.8,3.4,5.0,104.0,53.0,14.0,23.0,5509.0,548.0,332.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM040N03CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM040N03CP_B1807.pdf,https://www.taiwansemi.com/en/stock-check/TSM040N03CP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,30,20,90.0,1.2,1.6,2.5,3.1,4.0,4.5,6.0,,24.0,4.2,13.0,2200.0,280.0,177.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM042N03CS,https://services.taiwansemi.com/storage/resources/datasheet/TSM042N03CS_A14.pdf,https://www.taiwansemi.com/en/stock-check/TSM042N03CS/,Active,Single,Trench,N-Channel,SOP-8,3.0,No,30,20,30.0,1.2,1.6,2.5,3.8,4.2,5.2,6.0,,24.0,4.2,13.0,2200.0,280.0,177.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0725,UL 94 V-0
TSM043NB04CZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM043NB04CZ_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM043NB04CZ/,Active,Single,Trench,N-Channel,TO-220,,No,40,20,124.0,2.0,2.8,4.0,3.1,4.3,,,74.0,,23.0,16.0,4928.0,457.0,223.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,2.024,UL 94 V-0
TSM043NB04LCZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM043NB04LCZ_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM043NB04LCZ/,Active,Single,Trench,N-Channel,TO-220,,No,40,20,124.0,1.0,1.7,2.5,3.0,4.3,4.2,5.3,76.0,38.0,15.0,18.0,4387.0,464.0,276.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,2.024,UL 94 V-0
TSM043NH04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM043NH04CR_B2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM043NH04CR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,20,54.0,2.4,3.1,3.6,3.1,4.3,,,37.0,,11.0,6.9,2531.0,450.0,32.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM043NH04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM043NH04LCR_B2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM043NH04LCR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,16,54.0,1.4,1.8,2.2,2.9,4.3,3.7,6.0,42.0,20.0,8.0,6.0,2480.0,476.0,37.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM045NB06CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM045NB06CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM045NB06CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,104.0,2.0,3.0,4.0,4.5,5.0,,,104.0,,30.0,24.0,6870.0,395.0,126.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM048NB06LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM048NB06LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM048NB06LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,107.0,1.0,1.8,2.5,4.0,4.8,4.8,6.8,105.0,52.0,17.0,23.0,6253.0,388.0,168.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.101429,UL 94 V-0
TSM051N04LCP,https://services.taiwansemi.com/storage/resources/datasheet/TSM051N04LCP_A1701.pdf,https://www.taiwansemi.com/en/stock-check/TSM051N04LCP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,40,20,96.0,1.2,1.7,2.5,4.3,5.1,6.0,7.0,44.5,22.6,6.7,11.0,2456.0,250.0,139.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM052NB03CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM052NB03CR_A1910.pdf,https://www.taiwansemi.com/en/stock-check/TSM052NB03CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,90.0,1.0,1.6,2.5,3.2,5.2,5.0,8.0,41.0,21.0,5.0,13.0,2294.0,386.0,249.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM055N03EPQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM055N03EPQ56_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM055N03EPQ56/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,80.0,1.2,1.6,2.5,4.5,5.5,6.3,8.5,,11.1,1.85,6.8,1210.0,190.0,100.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM055N03PQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM055N03PQ56_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM055N03PQ56/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,30,20,80.0,1.2,1.6,2.5,4.5,5.5,6.3,8.5,,11.1,1.85,6.8,1160.0,200.0,180.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM056NH04CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM056NH04CR_E2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM056NH04CR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,20,54.0,2.4,3.0,3.6,4.3,5.6,,,27.3,,8.4,4.8,1942.0,350.0,37.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM056NH04CV,https://services.taiwansemi.com/storage/resources/datasheet/TSM056NH04CV_A2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM056NH04CV/,Active,Single,PerFETTM,N-Channel,PDFN33,1.0,No,40,20,54.0,2.4,3.0,3.6,4.7,5.6,,,29.0,,8.8,5.6,1828.0,366.0,35.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM056NH04LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM056NH04LCR_E2207.pdf,https://www.taiwansemi.com/en/stock-check/TSM056NH04LCR/,Active,Single,PerFETTM,N-Channel,PDFN56U,1.0,No,40,16,54.0,1.4,1.8,2.2,4.0,5.6,5.3,7.8,30.4,14.2,5.7,4.6,1940.0,354.0,45.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0935,UL 94 V-0
TSM056NH04LCV,https://services.taiwansemi.com/storage/resources/datasheet/TSM056NH04LCV_B2212.pdf,https://www.taiwansemi.com/en/stock-check/TSM056NH04LCV/,Active,Single,PerFETTM,N-Channel,PDFN33,1.0,No,40,16,54.0,1.4,1.8,2.2,4.3,5.6,5.5,7.8,33.0,16.0,6.2,5.5,2076.0,351.0,34.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM05N03CW,https://services.taiwansemi.com/storage/resources/datasheet/TSM05N03_A12.pdf,https://www.taiwansemi.com/en/stock-check/TSM05N03CW/,Obsolete,Single,Trench,N-Channel,SOT-223,3.0,No,30,20,5.0,1.0,,3.0,46.0,60.0,70.0,90.0,,,1.9,1.35,555.0,120.0,60.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,,UL 94 V-0
TSM060N03CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM060N03CP_B1807.pdf,https://www.taiwansemi.com/en/stock-check/TSM060N03CP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,30,20,70.0,1.0,1.6,2.5,4.8,6.0,6.5,9.0,,11.1,1.85,6.8,1160.0,200.0,180.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
