Part Number,Datasheet,Stock Check,Status,Configuration,Technology,Type,Package,MSL,AEC-Q,VDS (V),VGS ±(V),ID Max. (A),VGS(th) Min. (V),VGS(th) Typ. (V),VGS(th) Max. (V),RDS(ON) @ 10V Typ. (mΩ),RDS(ON) @ 10V Max. (mΩ),RDS(ON) @ 4.5V Typ. (mΩ),RDS(ON) @ 4.5V Max. (mΩ),Qg (nC) @ 10V,Qg (nC) @ 4.5V,Qgs (nC),Qgd (nC),Ciss (pF),Coss (pF),Crss (pF),TJ Max. (°C),RoHS Compliant,Halogen-Free Standard,Solderability Standard,Terminal Finish,Product Weight(g),Flammability Rating
TSM180N03PQ33,https://services.taiwansemi.com/storage/resources/datasheet/TSM180N03PQ33_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM180N03PQ33/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,30,20,25.0,1.2,1.6,2.5,14.0,18.0,20.0,28.0,,4.1,1.0,2.1,345.0,55.0,32.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM190N08CZ,https://services.taiwansemi.com/storage/resources/datasheet/TSM190N08_B15.pdf,https://www.taiwansemi.com/en/stock-check/TSM190N08CZ/,Active,Single,Trench,N-Channel,TO-220,,No,75,20,190.0,2.0,3.0,4.0,3.4,4.2,,,160.0,,35.0,40.0,8600.0,780.0,300.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.200978,UL 94 V-0
TSM1NB60CH,https://services.taiwansemi.com/storage/resources/datasheet/TSM1NB60CH_A2308.pdf,https://www.taiwansemi.com/en/stock-check/TSM1NB60CH/,Active,Single,Planar,N-Channel,TO-251 (I-PAK),,No,600,30,1.2,2.5,3.1,4.5,9400.0,10000.0,,,7.7,,1.0,4.6,150.0,11.0,8.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM1NB60CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM1NB60CP_A2309.pdf,https://www.taiwansemi.com/en/stock-check/TSM1NB60CP/,Active,Single,Planar,N-Channel,TO-252 (D-PAK),3.0,No,600,30,1.2,2.5,3.1,4.5,9400.0,10000.0,,,7.7,,1.0,4.6,150.0,11.0,8.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM1NB60CW,https://services.taiwansemi.com/storage/resources/datasheet/TSM1NB60CW_A2206.pdf,https://www.taiwansemi.com/en/stock-check/TSM1NB60CW/,Active,Single,Planar,N-Channel,SOT-223,3.0,No,600,30,0.7,2.5,3.1,4.5,9300.0,10000.0,,,7.4,,1.4,4.7,158.0,25.0,1.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.12,UL 94 V-0
TSM1NB60LCW,https://services.taiwansemi.com/storage/resources/datasheet/TSM1NB60LCW_A2305.pdf,https://www.taiwansemi.com/en/stock-check/TSM1NB60LCW/,Active,Single,Planar,N-Channel,SOT-223,3.0,No,600,30,0.55,0.9,1.6,2.0,11000.0,15000.0,,,7.5,,0.7,4.3,98.0,10.0,8.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.12,UL 94 V-0
TSM200N03DPQ33,https://services.taiwansemi.com/storage/resources/datasheet/TSM200N03D_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM200N03DPQ33/,Active,Dual,Trench,N-Channel,PDFN33 Dual,1.0,No,30,20,20.0,1.2,1.5,2.5,17.0,20.0,23.0,30.0,,4.1,1.0,2.1,345.0,55.0,32.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM210N02CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM210N02CX_B1811.pdf,https://www.taiwansemi.com/en/stock-check/TSM210N02CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,20,10,6.7,0.3,0.6,0.8,,,19.0,21.0,,5.8,0.6,2.0,600.0,70.0,45.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.012742,UL 94 V-0
TSM220NB06CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM220NB06CR_C2401.pdf,https://www.taiwansemi.com/en/stock-check/TSM220NB06CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,35.0,2.0,3.3,4.0,19.0,22.0,,,21.0,,6.6,4.6,1420.0,84.0,52.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.09697,UL 94 V-0
TSM220NB06LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM220NB06LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM220NB06LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,35.0,1.0,1.7,2.5,18.0,22.0,21.0,28.0,23.0,12.0,4.0,5.0,1314.0,91.0,26.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.09697,UL 94 V-0
TSM2302CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM2302CX_F2406.pdf,https://www.taiwansemi.com/en/stock-check/TSM2302CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,20,8,3.2,0.65,0.8,1.2,,,22.0,65.0,5.9,,0.8,1.6,446.0,76.0,63.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0134,UL 94 V-0
TSM2306CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM2306CX_C2406.pdf,https://www.taiwansemi.com/en/stock-check/TSM2306CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,30,20,3.3,1.0,1.4,3.0,35.0,57.0,58.0,94.0,,,0.7,1.1,154.0,35.0,29.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0134,UL 94 V-0
TSM2308CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM2308CX_D2406.pdf,https://www.taiwansemi.com/en/stock-check/TSM2308CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,60,20,1.8,0.9,1.4,2.5,22.0,156.0,28.0,192.0,,,1.2,2.0,407.0,32.0,29.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0134,UL 94 V-0
TSM230N06CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM230N06_D1802.pdf,https://www.taiwansemi.com/en/stock-check/TSM230N06CP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,60,20,50.0,1.2,1.8,2.5,20.0,23.0,23.0,28.0,28.0,,3.5,6.5,1680.0,115.0,85.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM230N06PQ56,https://services.taiwansemi.com/storage/resources/datasheet/TSM230N06PQ56_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM230N06PQ56/,NRND,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,44.0,1.2,1.8,2.5,20.0,23.0,23.0,28.0,28.0,,3.5,6.5,1680.0,115.0,85.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.093916,UL 94 V-0
TSM2312CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM2312CX_F2406.pdf,https://www.taiwansemi.com/en/stock-check/TSM2312CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,20,8,4.5,0.45,0.7,1.0,,,15.0,33.0,9.8,,0.9,3.1,690.0,116.0,105.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0134,UL 94 V-0
TSM2314CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM2314CX_F2406.pdf,https://www.taiwansemi.com/en/stock-check/TSM2314CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,20,12,4.6,0.45,0.7,1.0,,,15.0,33.0,10.0,,0.9,3.1,687.0,120.0,99.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0134,UL 94 V-0
TSM2318CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM2318CX_D2406.pdf,https://www.taiwansemi.com/en/stock-check/TSM2318CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,40,20,3.6,1.0,1.5,3.0,25.0,45.0,36.0,62.5,,,1.4,1.9,395.0,52.0,41.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0134,UL 94 V-0
TSM2328CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM2328CX_D2408.pdf,https://www.taiwansemi.com/en/stock-check/TSM2328CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,100,20,1.5,1.0,1.7,2.5,120.0,250.0,,,,,0.6,1.0,142.0,32.0,13.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0134,UL 94 V-0
TSM240N03CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM240N03CX_B1811.pdf,https://www.taiwansemi.com/en/stock-check/TSM240N03CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,30,20,6.5,1.2,1.4,2.5,17.0,24.0,22.0,34.0,,4.1,1.0,2.1,345.0,55.0,32.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.012742,UL 94 V-0
TSM240N03CX6,https://services.taiwansemi.com/storage/resources/datasheet/TSM240N03CX6_B1811.pdf,https://www.taiwansemi.com/en/stock-check/TSM240N03CX6/,Active,Single,Trench,N-Channel,SOT-26,1.0,No,30,20,6.5,1.2,1.4,2.5,17.0,24.0,22.0,34.0,,4.1,1.0,2.1,345.0,55.0,32.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.015362,UL 94 V-0
TSM250N02CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM250N02CX_B1811.pdf,https://www.taiwansemi.com/en/stock-check/TSM250N02CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,20,10,5.8,0.4,0.6,0.8,,,20.0,25.0,,7.7,0.9,2.4,535.0,60.0,34.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.012742,UL 94 V-0
TSM250N02DCQ,https://services.taiwansemi.com/storage/resources/datasheet/TSM250N02DCQ_C2212.pdf,https://www.taiwansemi.com/en/stock-check/TSM250N02DCQ/,Active,Dual,Trench,N-Channel,TDFN 2x2,3.0,No,20,10,5.8,0.4,0.6,0.8,,,20.0,25.0,,7.7,0.9,2.4,535.0,60.0,34.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.00955,UL 94 V-0
TSM250NB06CV,https://services.taiwansemi.com/storage/resources/datasheet/TSM250NB06CV_A2007.pdf,https://www.taiwansemi.com/en/stock-check/TSM250NB06CV/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,60,20,28.0,2.0,3.1,4.0,19.0,25.0,,,23.0,,7.0,5.0,1440.0,88.0,23.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM250NB06DCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM250NB06DCR_A1908.pdf,https://www.taiwansemi.com/en/stock-check/TSM250NB06DCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,60,20,30.0,2.0,3.0,4.0,21.0,25.0,,,22.0,,7.0,5.0,1461.0,89.0,20.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.095769,UL 94 V-0
TSM250NB06LCV,https://services.taiwansemi.com/storage/resources/datasheet/TSM250NB06LCV_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM250NB06LCV/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,60,20,27.0,1.0,1.8,2.5,18.0,25.0,22.0,28.0,23.0,11.0,4.0,5.0,1307.0,86.0,27.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM250NB06LDCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM250NB06LDCR_A2001.pdf,https://www.taiwansemi.com/en/stock-check/TSM250NB06LDCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,60,20,29.0,1.0,1.8,2.5,19.0,25.0,23.0,28.0,23.0,12.0,4.0,5.0,1314.0,91.0,26.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0866,UL 94 V-0
TSM280NB06LCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM280NB06LCR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM280NB06LCR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,28.0,1.0,2.0,2.5,24.0,28.0,32.0,39.0,18.0,9.0,3.0,4.0,969.0,71.0,24.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.09697,UL 94 V-0
TSM2N7002KCU,https://services.taiwansemi.com/storage/resources/datasheet/TSM2N7002KCU_A2007.pdf,https://www.taiwansemi.com/en/stock-check/TSM2N7002KCU/,Obsolete,Single,Trench,N-Channel,SOT-323,1.0,No,60,20,0.24,1.0,1.4,2.5,1500.0,2500.0,1600.0,3000.0,,0.91,0.33,0.32,30.0,15.0,6.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.005555,UL 94 V-0
TSM2N7002KCX,https://services.taiwansemi.com/storage/resources/datasheet/TSM2N7002K_I2010.pdf,https://www.taiwansemi.com/en/stock-check/TSM2N7002KCX/,Obsolete,Single,Trench,N-Channel,SOT-23,3.0,No,60,20,0.3,1.0,1.5,2.5,1200.0,2000.0,2000.0,4000.0,,0.4,,,30.0,6.0,2.5,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.0134,UL 94 V-0
TSM2N7002KDCU6,https://services.taiwansemi.com/storage/resources/datasheet/TSM2N7002KDCU6_A2007.pdf,https://www.taiwansemi.com/en/stock-check/TSM2N7002KDCU6/,Obsolete,Dual,Trench,N-Channel,SOT-363,1.0,No,60,20,0.22,1.0,1.4,2.5,1500.0,2500.0,1600.0,3000.0,,0.91,0.33,0.32,30.0,15.0,6.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.008663,UL 94 V-0
TSM2NB60CH,https://services.taiwansemi.com/storage/resources/datasheet/TSM2NB60CH_A2208.pdf,https://www.taiwansemi.com/en/stock-check/TSM2NB60CH/,Active,Single,Planar,N-Channel,TO-251 (I-PAK),,No,600,30,2.3,2.5,2.9,4.5,3900.0,4400.0,,,9.9,,1.5,4.7,316.0,32.0,1.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM2NB60CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM2NB60CP_A2208.pdf,https://www.taiwansemi.com/en/stock-check/TSM2NB60CP/,Active,Single,Planar,N-Channel,TO-252 (D-PAK),3.0,No,600,30,2.3,2.5,2.9,4.5,3900.0,4400.0,,,9.9,,1.5,4.7,316.0,32.0,1.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM300NB06CR,https://services.taiwansemi.com/storage/resources/datasheet/TSM300NB06CR_B1804.pdf,https://www.taiwansemi.com/en/stock-check/TSM300NB06CR/,Active,Single,Trench,N-Channel,PDFN56,1.0,No,60,20,27.0,2.5,3.4,4.5,25.0,30.0,,,18.0,,6.0,4.0,1110.0,71.0,19.0,175,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.09697,UL 94 V-0
TSM300NB06DCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM300NB06DCR_A1908.pdf,https://www.taiwansemi.com/en/stock-check/TSM300NB06DCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,60,20,25.0,2.5,3.2,4.5,25.0,30.0,,,17.0,,6.0,4.0,1079.0,68.0,16.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.095769,UL 94 V-0
TSM300NB06LCV,https://services.taiwansemi.com/storage/resources/datasheet/TSM300NB06LCV_A2008.pdf,https://www.taiwansemi.com/en/stock-check/TSM300NB06LCV/,Active,Single,Trench,N-Channel,PDFN33,1.0,No,60,20,24.0,1.0,1.8,2.5,24.0,30.0,29.0,39.0,17.0,8.0,4.0,3.0,962.0,68.0,24.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.028,UL 94 V-0
TSM300NB06LDCR,https://services.taiwansemi.com/storage/resources/datasheet/TSM300NB06LDCR_A2004.pdf,https://www.taiwansemi.com/en/stock-check/TSM300NB06LDCR/,Active,Dual,Trench,N-Channel,PDFN56 Dual,1.0,No,60,20,24.0,1.2,1.7,2.5,25.0,30.0,29.0,39.0,17.0,9.0,3.0,4.0,966.0,69.0,22.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.0866,UL 94 V-0
TSM320N03CX,https://services.taiwansemi.com/storage/resources/datasheet/TSM320N03CX_C1811.pdf,https://www.taiwansemi.com/en/stock-check/TSM320N03CX/,Active,Single,Trench,N-Channel,SOT-23,1.0,No,30,12,5.5,0.4,0.75,0.9,,,27.0,32.0,,8.9,1.5,2.0,792.0,53.0,21.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.012742,UL 94 V-0
TSM340N06CH,https://services.taiwansemi.com/storage/resources/datasheet/TSM340N06_D14.pdf,https://www.taiwansemi.com/en/stock-check/TSM340N06CH/,Active,Single,Trench,N-Channel,TO-251S (I-PAK SL),,No,60,20,25.0,1.2,1.7,2.5,28.0,34.0,33.0,40.0,16.6,,2.2,3.9,1180.0,68.0,45.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.33,UL 94 V-0
TSM340N06CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM340N06_D14.pdf,https://www.taiwansemi.com/en/stock-check/TSM340N06CP/,Active,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,60,20,25.0,1.2,1.7,2.5,28.0,34.0,33.0,40.0,16.6,,2.2,3.9,1180.0,68.0,45.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.32661,UL 94 V-0
TSM3446CX6,https://services.taiwansemi.com/storage/resources/datasheet/TSM3446_F2401.pdf,https://www.taiwansemi.com/en/stock-check/TSM3446CX6/,Active,Single,Trench,N-Channel,SOT-26,3.0,No,20,12,5.3,0.5,0.7,1.0,,,27.0,33.0,,12.5,0.72,4.3,700.0,125.0,110.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,,UL 94 V-0
TSM35N10CP,https://services.taiwansemi.com/storage/resources/datasheet/TSM35N10_C1807.pdf,https://www.taiwansemi.com/en/stock-check/TSM35N10CP/,Obsolete,Single,Trench,N-Channel,TO-252 (D-PAK),3.0,No,100,20,32.0,1.0,2.0,3.0,30.0,37.0,32.0,42.0,34.0,,6.0,9.0,1598.0,132.0,45.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.291531,UL 94 V-0
TSM4424CS,https://services.taiwansemi.com/storage/resources/datasheet/TSM4424_D15.pdf,https://www.taiwansemi.com/en/stock-check/TSM4424CS/,Obsolete,Single,Trench,N-Channel,SOP-8,3.0,No,20,8,8.0,,0.65,1.0,,,23.0,30.0,,11.2,1.4,2.2,500.0,300.0,140.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.00955,UL 94 V-0
TSM4436CS,https://services.taiwansemi.com/storage/resources/datasheet/TSM4436_C2401.pdf,https://www.taiwansemi.com/en/stock-check/TSM4436CS/,Active,Single,Trench,N-Channel,SOP-8,3.0,No,60,20,8.0,1.0,1.6,3.0,29.0,36.0,33.0,43.0,,10.0,2.7,4.6,1216.0,59.0,42.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.083,UL 94 V-0
TSM4800N15CX6,https://services.taiwansemi.com/storage/resources/datasheet/TSM4800N15CX6_B1811.pdf,https://www.taiwansemi.com/en/stock-check/TSM4800N15CX6/,Active,Single,Trench,N-Channel,SOT-26,1.0,No,150,20,1.4,2.0,2.9,3.5,392.0,480.0,,,8.0,,2.0,2.7,332.0,20.0,1.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.015362,UL 94 V-0
TSM4806CS,https://services.taiwansemi.com/storage/resources/datasheet/TSM4806_B1710.pdf,https://www.taiwansemi.com/en/stock-check/TSM4806CS/,Active,Single,Trench,N-Channel,SOP-8,1.0,No,20,8,28.0,0.3,0.6,1.0,,,16.0,20.0,,12.3,1.95,3.08,961.0,92.3,80.4,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.083,UL 94 V-0
TSM4936DCS,https://services.taiwansemi.com/storage/resources/datasheet/TSM4936DCS_D2407.pdf,https://www.taiwansemi.com/en/stock-check/TSM4936DCS/,Active,Dual,Trench,N-Channel,SOP-8,3.0,No,30,20,6.0,1.0,1.6,3.0,16.0,36.0,31.0,53.0,9.2,,1.5,2.4,399.0,73.0,59.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,,UL 94 V-0
TSM4946DCS,https://services.taiwansemi.com/storage/resources/datasheet/TSM4946DCS_C2303.pdf,https://www.taiwansemi.com/en/stock-check/TSM4946DCS/,Active,Dual,Trench,N-Channel,SOP-8,3.0,No,60,20,4.5,1.0,,3.0,45.0,55.0,55.0,75.0,18.0,10.5,4.0,3.0,910.0,145.0,67.0,150,Yes,IEC 61249-2-21,J-STD-002,Matte Tin,0.073,UL 94 V-0
TSM4NB60CH,https://services.taiwansemi.com/storage/resources/datasheet/TSM4NB60CH_A2208.pdf,https://www.taiwansemi.com/en/stock-check/TSM4NB60CH/,Active,Single,Planar,N-Channel,TO-251 (I-PAK),,No,600,30,4.0,2.5,2.8,4.5,2000.0,2500.0,,,16.0,,2.6,7.0,574.0,56.0,7.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,0.39851,UL 94 V-0
TSM4NB60CI,https://services.taiwansemi.com/storage/resources/datasheet/TSM4NB60_L1901.pdf,https://www.taiwansemi.com/en/stock-check/TSM4NB60CI/,Obsolete,Single,Planar,N-Channel,ITO-220,,No,600,30,4.0,2.5,,4.5,2200.0,2500.0,,,14.5,,3.4,7.0,500.0,53.2,7.0,150,Yes with exemption 7(a),IEC 61249-2-21,J-STD-002,Matte Tin,,UL 94 V-0
